action_label,network_generation,network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,total_latency_ms,transaction_age_ms,retry_count,order_amount_inr,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
2,4G/LTE,115.88,0.1232,12.64,310.16,0.4484,0.3529,381.04,0.1164,1.1824,807.08,7078.0,0,38834.43,2,1,9.42,52.5,12.08
2,5G,14.8,0.4412,2.63,1023.18,0.3305,0.4669,306.0,0.1411,1.704,1343.98,5557.21,2,41609.67,0,1,2.83,78.5,16.59
2,4G/LTE,39.72,0.7899,11.3,499.76,0.2477,0.4722,379.87,0.2714,1.4871,919.35,7160.12,1,3164.1,2,1,8.56,53.68,19.36
2,4G/LTE,84.66,0.1738,6.08,257.55,0.2018,0.3308,299.05,0.214,1.091,641.26,6678.17,1,49625.1,0,0,6.01,32.7,8.35
3,5G,476.68,1.4554,44.95,42.29,0.124,0.1232,276.02,0.2966,1.2946,794.99,3643.3,1,550.68,1,0,47.87,6.47,11.73
2,5G,47.15,0.069,1.5,867.03,0.3817,0.3395,368.06,0.2153,1.7827,1282.24,2598.33,0,42965.0,0,0,2.01,68.1,22.2
3,4G/LTE,620.47,1.3595,34.97,113.35,0.1617,0.2292,384.26,0.2056,1.5813,1118.08,5029.65,2,34893.52,0,1,52.9,18.27,19.82
2,5G,36.87,0.1202,7.21,405.18,0.3035,0.3441,384.33,0.2201,1.6562,826.38,777.99,1,46814.81,0,0,3.2,45.85,21.2
3,3G,731.44,3.2027,39.73,123.46,0.1279,0.1843,329.48,0.1777,1.3743,1184.38,2435.12,1,21646.88,1,1,71.85,13.59,13.48
2,3G,159.7,0.9786,22.01,701.59,0.4686,0.4037,340.41,0.2558,1.3739,1201.7,6922.55,2,42981.51,0,1,19.81,71.7,15.41
2,5G,55.07,0.0864,7.15,1051.75,0.4282,0.3323,238.12,0.2095,1.4641,1344.94,3908.85,0,9579.11,2,0,4.05,77.67,10.82
3,2G/EDGE,707.61,3.2473,74.39,92.13,0.0996,0.2811,209.66,0.2923,1.4556,1009.4,5656.8,0,34688.02,1,1,79.93,16.58,10.75
3,5G,554.14,2.8821,36.65,72.35,0.1738,0.2409,227.8,0.2128,1.211,854.29,3552.76,0,45918.78,1,1,58.61,18.27,6.57
3,Wi-Fi 6/7,198.21,3.1905,62.77,81.87,0.0868,0.2252,363.66,0.2339,1.2022,643.74,2408.4,0,47925.36,0,0,46.99,11.85,13.61
3,4G/LTE,662.82,3.953,57.05,57.83,0.1498,0.2078,365.47,0.2977,1.4987,1086.12,6907.46,2,42774.65,1,1,77.26,14.06,19.28
3,2G/EDGE,717.95,6.633,62.96,56.37,0.0985,0.1687,304.76,0.2265,1.4038,1079.08,5710.43,0,27938.22,0,1,88.47,8.14,13.55
3,Wi-Fi 6/7,329.6,2.2786,37.25,46.64,0.0561,0.1836,218.69,0.1464,1.683,594.93,7401.99,1,29268.54,0,0,41.95,5.88,12.01
1,Wi-Fi 6/7,34.41,0.3369,3.63,60.83,0.1287,0.211,689.26,0.9912,2.9513,784.5,6114.22,2,13313.93,3,1,3.33,12.97,69.65
1,2G/EDGE,302.97,3.4492,22.54,131.46,0.0825,0.2722,846.98,0.885,1.9596,1281.41,1207.07,0,16205.09,3,0,43.21,16.36,60.76
2,4G/LTE,93.04,0.3798,8.83,529.19,0.3416,0.449,291.87,0.2012,1.5609,914.1,4356.85,3,17704.7,2,1,8.53,59.6,14.81
2,2G/EDGE,671.91,1.2311,16.21,414.82,0.2052,0.3589,337.1,0.252,1.6433,1423.83,3116.61,2,36397.05,2,1,49.79,40.58,19.22
3,5G,745.1,3.5485,28.58,108.68,0.1855,0.1664,221.51,0.1164,1.0891,1075.29,4842.24,0,2127.3,0,1,71.54,15.76,2.7
1,5G,42.64,0.1658,1.66,134.95,0.0658,0.2985,546.8,1.1099,2.7485,724.39,3062.95,0,30853.14,3,1,2.33,17.02,61.6
1,4G/LTE,103.72,0.1135,14.31,138.63,0.0633,0.1583,852.63,1.2155,2.709,1094.98,6715.71,2,28888.22,0,1,9.12,8.23,78.19
3,3G,673.95,3.2706,64.37,48.26,0.1373,0.171,250.73,0.1164,1.1825,972.94,342.76,1,5265.38,1,1,75.91,10.57,5.57
2,5G,42.62,0.421,5.25,705.33,0.2667,0.4294,224.34,0.1082,1.2321,972.29,6569.36,0,47310.15,2,1,4.79,59.98,4.84
3,4G/LTE,794.01,5.5728,52.52,59.32,0.1137,0.185,355.31,0.1533,1.4233,1208.64,3796.85,0,28238.09,1,1,89.96,10.28,15.07
1,5G,57.81,0.3516,6.62,82.27,0.0645,0.1338,554.89,1.4643,2.3973,694.97,4523.13,0,30797.7,3,1,5.65,4.66,63.07
1,4G/LTE,64.02,0.4516,10.97,116.84,0.0994,0.2849,462.24,1.0401,2.5088,643.1,2297.49,1,30105.13,3,1,7.86,17.73,52.53
3,2G/EDGE,1019.22,5.4037,33.84,103.28,0.0641,0.1701,301.46,0.2502,1.2923,1423.96,6252.57,1,43844.61,1,1,89.1,7.69,12.14
3,4G/LTE,413.11,3.7548,29.36,67.36,0.1598,0.2084,313.75,0.1662,1.4498,794.22,816.55,0,14130.12,1,0,53.47,15.12,13.62
2,5G,21.27,0.4386,5.48,638.04,0.3876,0.433,246.58,0.1705,1.1157,905.89,6653.02,2,22162.04,0,1,3.7,65.75,5.32
3,5G,502.62,1.6904,30.51,106.09,0.0603,0.2906,246.65,0.263,1.5433,855.36,5846.53,1,33384.04,1,1,46.68,15.08,13.39
2,4G/LTE,111.06,0.2484,13.74,1021.84,0.3898,0.3951,306.14,0.1127,1.6461,1439.04,2380.3,2,18571.86,2,1,10.2,77.92,15.23
2,4G/LTE,67.12,0.0929,5.01,266.19,0.3657,0.4008,330.11,0.2474,1.6378,663.42,591.34,2,23503.57,0,1,4.19,48.33,18.7
3,4G/LTE,579.93,2.2754,29.53,130.98,0.1887,0.2589,230.22,0.2654,1.7476,941.13,3386.5,0,19143.35,1,1,54.46,22.59,15.68
2,4G/LTE,105.01,0.5152,12.24,1018.01,0.283,0.377,241.43,0.2496,1.2166,1364.45,6483.3,0,14610.44,2,1,11.02,69.52,7.99
2,4G/LTE,52.78,0.2263,4.07,557.98,0.3226,0.3159,334.78,0.2025,1.053,945.54,1914.13,0,48853.74,2,0,3.88,51.09,9.36
2,Wi-Fi 6/7,36.92,0.3723,4.75,278.76,0.2947,0.4629,204.34,0.13,1.0849,520.02,6539.19,0,36459.86,0,1,4.01,47.95,2.03
1,Wi-Fi 6/7,17.18,0.1545,3.84,128.17,0.1913,0.2479,685.35,1.0766,1.859,830.7,6386.95,1,15118.03,0,0,1.45,21.97,54.59
1,Wi-Fi 6/7,29.01,0.0541,5.14,65.19,0.1666,0.2914,810.17,0.9915,2.2236,904.37,6084.8,1,9960.58,3,1,1.75,20.68,64.78
2,5G,18.91,0.145,2.78,1128.04,0.2441,0.475,329.15,0.2836,1.743,1476.1,5799.21,2,12911.58,2,1,1.09,77.18,20.88
2,5G,42.11,0.3933,6.81,760.48,0.2424,0.4737,281.17,0.2752,1.4148,1083.76,3099.49,0,625.82,2,1,5.03,63.2,13.41
1,5G,42.78,0.2623,7.08,139.68,0.1669,0.2225,826.85,1.3205,1.9495,1009.31,2577.07,2,12056.68,3,0,4.37,19.19,67.38
1,Wi-Fi 6/7,40.23,0.2422,5.53,100.04,0.1282,0.1713,759.45,1.1299,2.4657,899.72,4194.63,0,42854.37,3,1,3.65,11.92,68.35
3,4G/LTE,563.45,2.2267,31.68,93.52,0.1935,0.2078,285.77,0.1039,1.7898,942.74,7819.28,0,21802.64,0,1,53.81,18.31,16.21
2,4G/LTE,73.75,0.8748,9.51,1197.13,0.206,0.3416,386.09,0.2584,1.2139,1656.97,6998.08,0,40574.93,2,0,10.56,68.89,15.34
2,4G/LTE,119.53,0.3964,6.18,289.23,0.3671,0.4447,294.94,0.2769,1.3872,703.7,2231.03,0,15859.87,2,1,9.43,52.03,13.71
3,Wi-Fi 6/7,260.57,0.8906,30.11,83.15,0.0765,0.2659,353.43,0.2654,1.437,697.15,7413.0,3,27207.42,0,0,27.53,13.75,17.18
1,4G/LTE,76.39,0.4341,8.88,75.52,0.0919,0.235,698.55,1.3583,2.1058,850.46,7241.12,1,9893.32,3,1,7.89,12.56,63.98
3,Wi-Fi 6/7,286.26,3.4083,50.96,86.5,0.0921,0.2621,241.35,0.1523,1.33,614.11,362.22,2,27243.16,1,0,50.1,14.68,7.95
1,4G/LTE,94.46,0.0951,5.63,110.62,0.1674,0.1911,594.13,1.0185,2.496,799.21,829.38,1,16479.54,3,1,5.99,16.17,58.55
1,4G/LTE,80.18,0.9335,13.28,86.04,0.174,0.1846,727.1,0.959,2.9876,893.32,6156.11,3,25614.16,0,1,12.36,15.28,71.51
2,4G/LTE,99.37,0.8076,12.43,767.6,0.2011,0.4838,365.48,0.2366,1.0756,1232.45,7038.84,1,48795.54,2,1,12.49,61.35,11.85
2,4G/LTE,82.28,0.3532,8.29,293.78,0.2155,0.4508,396.19,0.116,1.2276,772.25,7210.63,0,45950.8,2,1,7.58,42.48,13.51
3,5G,263.1,1.281,24.8,122.27,0.1244,0.1514,398.56,0.1652,1.4265,783.93,1766.01,0,47799.27,1,0,28.5,11.26,17.49
1,Wi-Fi 6/7,11.1,0.1003,5.34,132.65,0.1129,0.1101,650.26,0.7229,2.4999,794.01,6362.76,0,2060.89,0,1,1.56,8.3,56.13
3,Wi-Fi 6/7,470.97,2.2635,54.59,60.13,0.081,0.2633,283.84,0.1906,1.5418,814.94,7999.12,3,42595.51,1,0,55.13,13.03,13.94
1,2G/EDGE,764.95,1.7588,24.58,82.01,0.0957,0.1187,800.72,0.8077,2.6912,1647.68,7102.68,1,8627.58,3,1,60.82,5.79,68.04
1,5G,27.48,0.3092,4.19,130.33,0.0553,0.2459,785.8,0.7125,2.6271,943.61,956.27,1,8171.61,3,1,2.92,12.86,64.63
2,5G,24.46,0.4808,5.22,758.94,0.4731,0.423,294.35,0.1161,1.1158,1077.75,5776.1,2,8263.73,0,1,4.07,75.35,6.74
1,4G/LTE,73.56,0.389,7.25,122.86,0.1684,0.1616,838.99,0.9835,2.4068,1035.41,7047.66,0,19666.9,3,1,6.98,14.85,68.83
1,5G,9.82,0.2019,5.99,105.94,0.1437,0.1565,781.79,1.1031,2.6505,897.55,2798.17,0,1335.83,3,1,2.35,12.25,71.76
2,4G/LTE,47.59,0.9891,5.77,489.57,0.2878,0.4483,297.66,0.2555,1.0736,834.82,2596.85,1,20179.98,2,1,8.63,54.48,8.76
3,3G,510.21,3.4668,58.53,137.47,0.0561,0.257,222.15,0.1887,1.272,869.83,5963.48,2,43129.93,1,1,65.79,13.87,6.77
1,5G,7.95,0.0788,5.36,60.78,0.1256,0.209,987.27,1.2779,1.8936,1056.0,4094.42,0,48914.36,0,0,1.43,12.63,73.8
3,5G,497.05,1.5845,28.49,138.02,0.0846,0.1082,285.58,0.2699,1.5338,920.65,3451.83,1,30886.72,0,0,45.14,6.49,15.32
3,5G,385.58,3.2393,37.1,55.68,0.0808,0.1992,224.37,0.1258,1.4605,665.63,2173.29,1,16193.48,1,0,50.97,8.84,8.59
2,4G/LTE,70.1,0.4691,5.49,1110.37,0.3268,0.4564,233.24,0.2944,1.0682,1413.71,7983.81,0,40602.0,2,1,6.76,80.87,6.16
1,Wi-Fi 6/7,20.77,0.1581,3.31,111.82,0.1579,0.1959,579.06,0.9768,2.4705,711.65,5766.23,2,11798.78,3,1,1.37,15.88,56.67
3,Wi-Fi 6/7,442.26,1.9757,31.35,60.56,0.0637,0.1757,343.93,0.2159,1.0121,846.75,3379.27,2,38197.14,1,0,45.08,6.42,9.45
2,Wi-Fi 6/7,25.93,0.1914,2.25,901.32,0.2731,0.3007,206.53,0.2117,1.0409,1133.78,5795.64,2,34449.54,2,0,1.57,59.72,2.93
3,4G/LTE,310.42,3.2945,24.56,95.27,0.0862,0.2427,353.49,0.1417,1.0415,759.18,4082.55,1,5158.14,0,0,43.3,13.4,9.04
2,3G,169.48,1.1629,14.34,660.94,0.4595,0.341,304.95,0.2752,1.09,1135.37,2022.71,0,11855.66,2,0,19.3,65.65,9.73
2,4G/LTE,65.26,0.8847,3.35,939.73,0.2026,0.493,212.43,0.125,1.7703,1217.42,6766.55,1,4055.57,2,1,8.36,68.48,12.62
2,5G,31.52,0.0144,6.77,294.33,0.4209,0.401,356.57,0.271,1.6142,682.42,3844.88,0,25449.2,0,1,2.13,53.08,20.1
1,5G,46.92,0.4395,6.96,136.49,0.1372,0.2817,619.23,1.4727,2.3682,802.64,1279.47,1,13609.46,3,1,5.64,20.79,66.0
1,Wi-Fi 6/7,23.43,0.2105,4.48,92.06,0.0784,0.1634,727.36,0.7948,2.5567,842.85,2900.47,0,44655.65,3,1,2.17,7.81,62.13
1,Wi-Fi 6/7,14.49,0.2065,4.4,64.75,0.1401,0.1515,743.71,1.0595,2.3918,822.95,1524.03,0,9839.14,3,1,1.92,10.15,65.2
2,Wi-Fi 6/7,14.47,0.119,4.58,346.78,0.2808,0.3162,334.83,0.1092,1.4592,696.08,6921.03,0,35738.43,2,0,1.45,40.4,13.79
1,4G/LTE,85.6,0.837,12.5,112.17,0.1039,0.1245,958.95,1.4612,1.8912,1156.72,5294.86,2,32210.97,3,0,11.88,7.83,75.62
1,5G,9.83,0.4304,4.39,123.71,0.0977,0.1678,721.56,1.4783,1.9014,855.1,4885.38,2,48046.26,0,0,3.27,10.56,64.21
1,Wi-Fi 6/7,48.69,0.2075,3.71,106.77,0.1061,0.2324,874.63,1.4524,1.8315,1030.09,3270.76,1,25024.75,3,0,3.42,14.52,70.35
3,3G,220.1,3.517,37.66,40.28,0.1721,0.1183,282.57,0.1029,1.684,542.95,5814.23,0,47763.51,0,0,43.06,9.29,14.44
3,4G/LTE,671.77,1.7928,42.56,40.36,0.1051,0.264,247.01,0.1808,1.7601,959.14,7537.74,0,33714.91,1,1,60.68,13.94,15.19
2,4G/LTE,109.52,0.5905,4.97,321.5,0.2222,0.3901,390.37,0.1246,1.7222,821.39,6509.48,2,29612.19,2,1,9.66,40.17,20.79
1,5G,12.26,0.3113,5.28,40.06,0.1144,0.2424,856.06,0.7055,2.8259,908.38,7137.05,0,34947.58,0,1,2.8,13.2,71.0
1,3G,252.53,1.9256,21.05,136.32,0.1407,0.2858,698.34,1.3525,2.0361,1087.19,4285.41,0,2224.39,0,1,30.67,21.27,62.82
1,2G/EDGE,611.43,3.4561,15.88,74.94,0.1495,0.1261,944.15,0.9299,2.385,1630.52,7209.95,0,28329.07,3,1,59.49,9.57,72.8
2,5G,58.21,0.3948,1.05,300.35,0.4215,0.4677,241.15,0.1135,1.6328,599.71,6486.98,1,21455.47,2,1,4.62,57.51,11.79
3,Wi-Fi 6/7,305.12,3.7837,26.53,135.12,0.0687,0.2485,279.43,0.2268,1.2514,719.67,7523.04,1,15061.05,0,0,46.48,14.09,10.01
1,5G,18.63,0.1293,7.94,115.68,0.1755,0.2144,1155.06,0.9251,2.5144,1289.37,3325.62,2,48991.17,3,1,2.47,18.35,82.45
2,5G,59.34,0.3838,2.72,343.77,0.3496,0.4881,369.94,0.1598,1.3169,773.05,7230.09,3,47397.08,2,1,4.82,55.62,14.32
2,4G/LTE,37.9,0.1605,5.19,704.35,0.3124,0.3421,218.78,0.1152,1.1481,961.03,1967.4,1,28658.94,2,0,2.93,57.54,3.43
2,5G,5.26,0.434,6.33,566.79,0.2838,0.4479,315.74,0.1719,1.4609,887.79,3769.17,0,36704.93,2,1,3.84,57.09,13.98
2,4G/LTE,116.24,0.7839,6.16,692.2,0.3093,0.3478,378.48,0.2915,1.2588,1186.92,7679.94,1,23459.69,2,0,11.55,57.23,16.23
1,5G,9.77,0.3074,4.38,134.61,0.0945,0.1412,900.9,0.94,2.4814,1045.28,3513.74,3,6635.07,3,1,2.52,9.09,72.27
2,2G/EDGE,594.46,2.2419,15.27,357.53,0.253,0.3696,331.85,0.1109,1.6882,1283.84,4970.88,0,18322.11,2,1,51.03,42.29,17.11
1,4G/LTE,31.61,0.223,5.95,46.32,0.1567,0.1735,838.06,1.0618,2.0969,915.99,3829.48,2,9460.35,0,1,3.15,11.94,65.53
2,3G,219.6,0.5555,10.6,989.19,0.31,0.4596,256.95,0.2971,1.3182,1465.74,2782.83,1,32271.96,2,1,17.53,75.4,11.14
1,5G,29.1,0.4212,2.12,42.5,0.1174,0.1475,560.17,1.1867,2.1373,631.77,3224.09,2,19635.07,0,1,3.1,7.56,54.47
1,5G,11.21,0.2431,6.9,76.85,0.1019,0.2746,968.36,1.4618,2.7828,1056.42,5147.57,0,27589.04,3,1,2.86,15.75,89.48
2,Wi-Fi 6/7,15.57,0.2282,5.6,1034.21,0.2598,0.3493,364.66,0.1297,1.2089,1414.44,1579.42,2,24551.3,2,0,2.4,66.85,11.9
2,4G/LTE,52.59,0.955,3.47,999.9,0.4751,0.4792,377.96,0.2678,1.0963,1430.45,4081.38,2,47759.68,2,1,8.07,88.04,13.34
3,3G,856.29,3.4067,62.11,112.73,0.1044,0.1094,259.16,0.1237,1.6081,1228.18,7759.13,1,23840.51,1,1,86.81,6.94,12.5
3,Wi-Fi 6/7,321.73,2.9979,23.17,89.33,0.1099,0.1281,377.69,0.2242,1.5388,788.75,6750.32,3,1286.46,1,0,41.78,7.6,19.18
3,3G,550.31,4.3449,29.53,132.57,0.1606,0.1128,289.11,0.2779,1.7202,971.99,1216.13,1,22745.99,1,1,65.13,11.64,18.44
1,4G/LTE,91.64,0.3074,5.43,71.38,0.0862,0.143,844.48,0.8503,1.8924,1007.5,3247.55,2,32992.56,3,0,7.04,6.28,59.01
1,5G,20.3,0.3307,5.87,68.16,0.0883,0.1794,793.03,1.4194,2.1541,881.49,3944.78,0,2799.22,3,1,3.11,8.57,70.52
3,3G,746.7,4.516,48.41,63.06,0.1647,0.1953,299.06,0.2581,1.3437,1108.82,6265.36,0,46128.96,1,1,83.1,14.47,12.93
1,4G/LTE,60.18,0.6433,7.78,44.14,0.1595,0.2282,626.56,1.2928,2.675,730.88,6168.79,2,12626.07,3,1,7.87,15.47,67.75
3,4G/LTE,180.94,1.9387,42.32,117.32,0.1083,0.1504,318.2,0.1198,1.1373,616.46,7743.43,0,42560.56,1,0,32.62,9.94,8.32
2,Wi-Fi 6/7,6.29,0.3237,3.22,591.11,0.4654,0.4754,230.81,0.1487,1.1024,828.21,4333.58,3,19859.26,2,1,2.29,71.82,3.95
1,4G/LTE,94.0,0.5381,3.86,84.01,0.1563,0.1116,526.88,1.4478,2.4976,704.89,5726.78,1,6649.18,3,1,8.11,9.46,62.88
2,5G,52.25,0.0957,3.39,970.57,0.4281,0.4433,352.5,0.2318,1.0177,1375.32,7665.6,0,38592.74,2,1,2.87,81.56,10.24
1,Wi-Fi 6/7,31.24,0.29,2.86,49.24,0.1187,0.1789,1086.31,1.4665,2.0972,1166.79,7195.78,3,22199.78,3,1,2.65,9.86,85.18
2,3G,182.06,1.938,22.96,1106.87,0.384,0.4672,339.21,0.1203,1.7134,1628.14,3123.18,2,48961.68,0,1,27.15,85.22,18.02
3,2G/EDGE,774.53,5.7354,77.64,42.35,0.0725,0.1221,303.43,0.2763,1.0026,1120.31,5410.9,1,44674.26,0,1,94.38,2.97,8.36
3,4G/LTE,510.52,1.9136,39.46,53.15,0.1597,0.1081,349.71,0.1356,1.7848,913.38,7953.24,0,10886.73,1,1,51.04,8.31,19.89
3,4G/LTE,528.18,2.8514,30.52,45.56,0.1474,0.2724,396.07,0.1911,1.5031,969.81,6186.7,0,42713.79,0,1,55.15,17.48,18.98
1,5G,20.89,0.4005,6.59,117.54,0.1287,0.1569,646.33,0.8472,2.6091,784.76,5324.33,1,5053.54,3,1,3.77,11.71,59.8
3,4G/LTE,419.9,3.5999,36.06,133.23,0.1005,0.2112,334.43,0.2537,1.5228,887.56,5590.36,0,16830.25,0,0,54.85,13.81,17.31
3,5G,709.13,3.9861,21.13,101.75,0.0927,0.2548,348.1,0.1218,1.2671,1158.98,4020.77,1,10232.49,1,1,69.92,14.84,11.8
2,5G,43.47,0.2262,2.84,493.99,0.434,0.3853,314.54,0.1845,1.1939,852.0,1374.47,0,14066.79,0,1,2.98,60.46,10.14
2,5G,58.08,0.2868,5.31,533.7,0.2501,0.3428,212.22,0.1338,1.2074,804.0,3118.09,1,49808.03,2,0,4.91,47.03,4.33
1,5G,42.0,0.0913,5.31,138.21,0.0612,0.1981,894.45,1.4836,1.9062,1074.66,3215.08,0,24685.0,3,0,2.79,10.56,73.02
1,5G,52.84,0.1454,2.34,109.73,0.0783,0.1182,537.41,0.9316,1.955,699.98,4176.9,0,37533.02,3,0,2.9,5.64,46.05
3,5G,176.67,2.9397,34.79,44.78,0.0894,0.2673,251.68,0.1944,1.4522,473.13,4484.08,3,9251.96,0,0,36.22,13.26,11.05
2,Wi-Fi 6/7,31.56,0.1529,3.2,525.75,0.226,0.3642,274.7,0.1511,1.0811,832.01,6961.13,0,11878.24,2,1,1.94,46.46,5.86
1,Wi-Fi 6/7,33.3,0.318,1.86,61.2,0.1298,0.1353,925.16,1.3465,2.3565,1019.66,5280.17,3,31148.42,0,1,2.69,8.32,78.86
3,2G/EDGE,1098.5,5.06,53.4,70.17,0.1775,0.2467,201.32,0.2114,1.0255,1369.99,595.57,0,10171.73,1,1,94.69,18.8,2.44
1,5G,25.27,0.403,2.17,55.76,0.152,0.283,815.04,0.7939,2.1004,896.07,6482.47,0,47728.66,3,1,2.78,18.83,59.65
2,2G/EDGE,405.61,3.7394,28.49,784.19,0.4609,0.3531,273.67,0.2181,1.6946,1463.47,4415.08,1,43651.88,2,1,52.69,71.12,16.21
1,4G/LTE,60.4,0.5127,3.0,128.87,0.0512,0.2547,618.74,1.1859,2.4447,808.01,2133.52,0,3360.86,0,1,5.74,13.08,62.0
1,4G/LTE,51.57,0.169,10.87,43.98,0.1397,0.2739,817.4,0.7616,2.6049,912.95,2183.84,1,41950.02,3,1,5.41,17.0,66.76
2,5G,34.45,0.2355,2.93,514.62,0.3792,0.4728,395.8,0.2206,1.416,944.87,1751.04,1,3255.69,2,1,2.53,63.04,18.18
2,Wi-Fi 6/7,18.7,0.3135,5.13,249.36,0.4659,0.3893,349.99,0.1993,1.7037,618.05,958.02,2,13377.37,2,1,2.78,53.66,19.83
1,5G,48.01,0.0534,1.56,70.68,0.0554,0.2001,661.52,1.0886,2.2017,780.21,5300.12,1,41470.12,0,1,1.97,7.77,58.76
3,2G/EDGE,1304.21,5.5706,52.04,136.5,0.1195,0.2782,232.97,0.1714,1.7791,1673.68,6441.04,0,35276.56,1,1,94.3,19.39,14.61
2,5G,14.56,0.4076,5.33,771.62,0.3716,0.4107,298.26,0.2611,1.3882,1084.44,6526.35,1,44937.99,2,1,3.4,68.29,13.61
1,4G/LTE,58.2,0.5861,4.37,139.7,0.1138,0.1696,984.12,1.0634,2.6635,1182.02,6815.12,2,10625.25,0,1,6.44,12.34,81.36
1,5G,55.59,0.2924,2.3,52.69,0.089,0.1207,541.84,1.0519,2.3687,650.12,5733.24,0,4077.02,3,1,3.93,4.37,54.62
2,5G,40.07,0.1295,1.9,400.61,0.2741,0.4172,206.29,0.2336,1.1158,646.97,2765.45,0,28959.64,2,1,1.96,48.29,4.44
1,3G,227.24,0.9373,18.6,139.75,0.198,0.1707,637.04,1.0618,2.2531,1004.03,7955.37,2,19467.91,3,1,22.56,18.03,57.82
3,4G/LTE,376.41,4.5296,59.04,69.51,0.0787,0.1481,280.81,0.1969,1.2533,726.73,7321.59,0,2250.49,1,0,64.44,6.03,9.57
2,4G/LTE,82.73,0.1127,10.07,650.46,0.4171,0.39,246.87,0.1597,1.5907,980.06,6774.36,1,36362.2,0,1,6.67,65.49,12.27
1,2G/EDGE,477.2,2.2193,28.34,88.65,0.1577,0.1947,847.71,0.7026,2.1726,1413.56,2868.54,0,27199.67,3,1,47.74,14.92,60.74
1,Wi-Fi 6/7,5.43,0.3869,2.71,139.04,0.0879,0.1943,888.3,1.2971,2.9906,1032.77,3867.08,0,49828.24,3,1,2.52,12.13,85.65
1,4G/LTE,99.89,0.6273,6.81,75.63,0.1597,0.21,904.8,0.9563,2.5438,1080.32,2774.94,1,13746.6,0,1,9.84,15.52,73.69
2,4G/LTE,95.74,0.4772,5.89,475.98,0.4243,0.3686,301.19,0.1229,1.6801,872.91,6157.74,0,24783.05,2,1,8.43,58.09,15.67
2,4G/LTE,23.33,0.9581,12.81,868.04,0.2302,0.3438,284.84,0.2163,1.6444,1176.21,6262.54,2,40931.59,0,0,9.03,58.3,15.98
3,5G,759.47,4.1666,36.98,130.25,0.0652,0.1762,200.99,0.1719,1.033,1090.71,2402.36,1,29609.59,1,1,78.49,9.16,1.83
1,Wi-Fi 6/7,5.19,0.3553,1.33,135.3,0.0923,0.1764,715.17,1.4555,2.5329,855.66,6167.17,0,2309.22,3,1,2.13,11.17,72.96
2,2G/EDGE,511.09,3.3032,21.26,736.6,0.3572,0.4985,389.26,0.1788,1.6417,1636.95,2377.21,0,35953.09,2,1,54.21,71.51,20.5
1,5G,45.69,0.3724,4.38,85.43,0.1681,0.1386,695.95,1.268,2.1079,827.07,7204.42,1,29568.13,3,1,4.43,11.99,62.27
2,5G,9.72,0.3849,4.14,1142.09,0.4838,0.3859,213.9,0.1025,1.5642,1365.71,3304.51,1,49919.33,0,1,2.92,88.12,9.2
1,3G,103.0,1.3819,20.01,43.16,0.1904,0.1104,1026.92,1.2713,2.7621,1173.08,6574.15,0,44746.09,3,1,18.32,10.13,88.69
1,Wi-Fi 6/7,31.38,0.3784,3.87,52.39,0.0756,0.2978,849.36,1.0297,2.1687,933.13,6767.26,0,14527.28,0,1,3.47,14.53,66.6
3,4G/LTE,700.21,3.3691,33.81,104.69,0.1827,0.1941,234.43,0.1549,1.5019,1039.33,1233.3,2,48447.89,1,1,69.32,17.15,10.23
1,5G,34.79,0.1179,6.27,70.35,0.0915,0.1942,688.9,1.0172,1.8804,794.04,3747.54,2,16143.61,3,0,2.8,9.79,54.03
1,Wi-Fi 6/7,37.73,0.1464,1.46,91.68,0.082,0.2073,946.98,1.1328,2.9127,1076.39,4247.97,0,23006.37,3,1,1.92,10.78,84.48
2,Wi-Fi 6/7,45.49,0.0682,4.69,478.38,0.4179,0.3222,325.62,0.2896,1.3631,849.49,4116.91,1,22401.42,2,0,2.68,54.85,15.11
3,4G/LTE,477.36,3.7482,36.47,48.96,0.077,0.1475,225.91,0.1812,1.2613,752.23,3073.3,0,32053.74,1,0,59.24,5.1,6.67
2,4G/LTE,59.83,0.2838,7.47,1105.07,0.2556,0.3835,312.44,0.2094,1.5291,1477.34,5186.04,0,6316.5,2,1,5.61,71.37,15.51
2,5G,17.9,0.2367,6.58,259.15,0.3763,0.4651,356.53,0.2334,1.1756,633.58,7672.48,0,45520.9,2,1,2.73,52.79,12.84
3,5G,676.95,1.705,34.8,65.72,0.0568,0.2916,311.57,0.1441,1.4523,1054.24,1528.53,1,7513.02,1,1,58.25,13.39,13.15
1,4G/LTE,48.05,0.4578,5.13,136.42,0.0661,0.2971,975.07,1.2372,2.0559,1159.54,4251.04,1,27167.6,3,1,5.29,17.01,74.9
2,Wi-Fi 6/7,11.62,0.133,5.4,787.64,0.224,0.4202,267.81,0.2399,1.3463,1067.07,4504.26,0,40730.88,2,1,1.77,59.65,11.08
3,5G,836.7,2.093,66.51,99.26,0.1657,0.2297,247.67,0.1186,1.3908,1183.63,3480.28,1,38456.54,1,1,79.03,18.04,8.58
