network_latency_ms,packet_loss_pct,network_jitter_ms,gateway_latency_ms,gateway_failure_rate_pct,gateway_timeout_rate_pct,bank_latency_ms,bank_failure_rate_pct,bank_timeout_rate_pct,error_code_category,is_timeout_flag,true_network_degradation,true_gateway_degradation,true_bank_degradation
47.73,0.2803,1.42,110.58,0.1075,0.1641,1027.97,1.1211,2.724,3,1,3.31,10.49,85.49
30.54,0.1228,10.15,1162.08,0.4852,0.4557,343.19,0.1611,1.0729,0,1,3.69,93.32,9.34
735.19,2.7956,25.4,45.53,0.1884,0.1004,263.43,0.2701,1.318,0,1,65.53,9.46,10.98
247.59,0.4677,24.7,127.51,0.13,0.1704,965.66,0.7589,2.7658,3,1,22.68,13.01,76.54
211.06,1.1022,18.25,569.05,0.274,0.4332,202.84,0.2787,1.4808,2,1,22.49,55.6,10.55
663.59,4.3745,24.88,48.13,0.1896,0.2817,380.97,0.2969,1.681,0,1,70.64,20.97,22.78
332.42,2.0161,57.02,118.34,0.0667,0.2886,306.14,0.1235,1.7732,1,0,46.19,15.84,17.32
40.42,0.3856,4.54,47.98,0.1103,0.2293,737.89,1.4468,1.842,3,0,4.24,12.4,63.57
364.67,1.9659,56.87,102.65,0.1636,0.1398,285.87,0.2274,1.5887,1,0,47.75,12.41,15.4
44.63,0.0242,4.8,603.38,0.454,0.3836,260.47,0.1261,1.5399,0,1,2.39,65.79,11.59
75.83,0.7282,3.36,69.05,0.1413,0.1715,701.01,0.8167,2.5549,3,1,8.04,11.64,61.17
115.13,0.3927,13.53,52.03,0.1426,0.2201,555.8,0.8758,2.94,0,1,11.25,14.13,60.74
859.85,1.7047,32.21,91.51,0.0988,0.1565,951.37,0.9068,1.9228,0,0,68.26,8.72,65.82
28.07,0.2859,6.61,543.68,0.3868,0.4902,329.77,0.2786,1.7518,2,1,3.51,65.73,20.95
473.95,3.0162,33.27,79.89,0.139,0.2798,269.14,0.1508,1.0751,1,0,53.73,18.67,5.49
522.46,4.695,64.75,76.71,0.1111,0.1824,209.3,0.2303,1.4486,1,1,75.66,10.6,9.52
85.22,0.953,10.21,114.36,0.1259,0.2268,578.31,1.078,1.8548,0,0,11.9,15.77,49.2
367.6,2.8195,31.46,426.52,0.3132,0.4394,299.72,0.2933,1.4637,2,1,45.78,53.25,15.39
14.69,0.087,5.44,136.79,0.1546,0.1242,873.48,0.8061,2.0063,3,1,1.5,12.12,61.38
194.77,1.9211,21.63,275.47,0.4673,0.349,299.58,0.1417,1.0381,2,0,27.42,52.21,6.3
19.2,0.3153,3.14,298.26,0.4155,0.4446,247.06,0.2912,1.6223,2,1,2.22,55.59,15.1
588.12,2.1333,38.66,87.25,0.0603,0.2976,200.72,0.1214,1.5346,0,1,56.69,14.81,8.44
117.2,0.6281,7.19,51.41,0.0727,0.1451,823.74,1.1187,1.9377,3,0,10.97,4.76,63.44
791.34,4.3406,60.27,134.11,0.1928,0.1291,308.18,0.1573,1.5371,1,1,88.07,14.87,14.49
20.19,0.3577,6.34,112.97,0.173,0.2807,746.38,0.9019,1.8702,3,0,3.4,22.23,54.69
47.59,0.9891,5.77,489.57,0.2878,0.4483,297.66,0.2555,1.0736,2,1,8.63,54.48,8.76
36.39,0.7258,5.65,114.89,0.097,0.2852,898.43,1.4819,2.6913,3,1,6.36,17.52,84.97
157.73,1.7446,37.08,129.23,0.0872,0.2174,255.16,0.1241,1.51,1,0,28.59,13.16,10.84
29.97,0.2614,5.96,908.22,0.2336,0.4408,247.59,0.2802,1.1604,0,1,3.29,66.1,8.0
36.39,0.1928,1.98,971.21,0.2962,0.3482,274.14,0.1853,1.4683,2,0,2.12,66.85,12.25
406.11,1.3042,31.37,97.64,0.0789,0.2505,295.86,0.2747,1.248,1,0,38.93,13.49,11.63
33.99,0.2808,3.46,75.45,0.1719,0.199,585.08,1.2461,1.856,3,0,2.92,15.64,52.56
9.27,0.2222,4.7,115.69,0.141,0.1334,628.32,1.071,2.0088,3,1,2.1,10.99,53.89
893.83,2.0918,36.2,93.5,0.0696,0.2595,830.59,0.77,2.587,3,1,72.32,13.28,67.3
89.23,0.307,10.13,770.55,0.2068,0.3071,374.05,0.2161,1.1303,2,0,8.24,50.79,12.73
31.47,0.2664,2.63,812.46,0.2077,0.3671,306.5,0.141,1.6985,2,1,2.45,56.17,16.53
427.7,4.415,56.66,104.43,0.0762,0.1238,298.25,0.2598,1.0559,1,0,66.09,5.65,8.6
31.06,0.3964,7.6,672.15,0.3945,0.3181,209.29,0.1189,1.6196,2,0,4.63,60.3,10.1
71.05,0.2959,6.8,48.7,0.0955,0.2933,876.01,1.4277,1.8074,3,0,6.15,15.44,69.62
79.57,0.9599,14.73,755.05,0.3292,0.4689,212.9,0.1458,1.5625,2,1,12.9,68.48,9.9
220.0,1.1502,9.76,59.76,0.1219,0.2775,735.29,1.1571,2.3369,3,1,20.88,16.63,65.69
15.69,0.047,4.16,555.17,0.4035,0.367,361.14,0.2744,1.5327,2,1,0.9,59.57,19.16
199.09,2.2382,24.01,85.27,0.1207,0.2985,310.6,0.2538,1.0747,1,0,30.25,18.82,9.4
54.57,0.3172,3.33,82.72,0.1955,0.2762,1026.15,1.4209,2.6196,3,1,4.32,22.31,89.19
618.45,3.1609,46.4,41.94,0.169,0.2615,352.87,0.293,1.0383,1,1,66.85,18.1,11.66
9.47,0.1361,4.15,349.82,0.2881,0.3691,263.03,0.2572,1.2884,2,1,1.43,44.31,10.28
48.11,0.167,4.28,672.31,0.4097,0.3497,265.72,0.1439,1.692,0,0,3.31,63.3,14.45
971.84,3.21,53.55,72.68,0.1104,0.2008,360.01,0.281,1.1422,1,1,83.99,11.55,13.37
712.21,1.6483,36.49,80.57,0.082,0.2261,257.76,0.1638,1.0076,1,1,60.46,11.54,4.14
312.32,1.9066,25.87,125.84,0.1315,0.2973,365.49,0.2106,1.4236,1,0,35.45,20.98,16.6
104.07,0.7462,9.51,99.03,0.1263,0.1595,1030.95,1.209,2.7133,0,1,11.57,11.02,87.05
21.29,0.4496,5.34,82.32,0.1435,0.1804,1084.87,1.1078,2.5924,3,1,3.73,12.85,86.13
59.44,0.3769,1.24,60.54,0.0553,0.138,480.51,1.0781,2.8786,3,1,4.58,3.5,59.67
305.58,1.2747,27.74,60.71,0.0911,0.2606,216.01,0.2264,1.283,1,0,31.8,13.55,7.3
265.51,3.9328,34.11,66.97,0.0657,0.1697,380.22,0.242,1.1114,0,0,47.21,6.41,13.22
491.45,2.7307,49.8,120.69,0.092,0.25,215.3,0.2404,1.6677,1,0,57.77,15.2,13.29
38.86,0.2014,1.41,753.89,0.2257,0.4656,335.81,0.2275,1.1382,2,1,2.32,61.33,11.14
184.06,1.5965,24.95,118.74,0.1816,0.2496,1038.44,1.0171,2.9059,0,1,25.79,21.08,86.89
258.73,1.7508,23.54,66.53,0.1856,0.1641,444.98,1.2763,2.3334,3,1,30.7,14.04,53.26
270.62,1.238,23.37,40.26,0.1445,0.1825,677.53,0.8639,2.6436,3,1,28.28,11.47,62.17
443.36,2.7512,36.02,117.17,0.1159,0.2594,202.47,0.1298,1.3004,1,0,51.13,17.25,5.16
107.57,0.4927,5.57,680.99,0.2609,0.4345,363.39,0.18,1.1863,0,1,9.13,59.0,12.39
1129.14,4.6842,67.83,107.87,0.0995,0.1804,349.25,0.1121,1.7642,1,1,96.91,10.87,19.14
55.92,0.5878,3.87,134.4,0.0941,0.1144,478.77,1.0334,2.6857,3,1,6.17,7.38,55.89
268.06,0.3005,23.0,41.97,0.1637,0.1723,549.31,1.314,1.8855,3,0,22.39,12.17,52.43
114.24,0.512,13.17,61.42,0.0762,0.2778,618.64,1.4331,2.2985,0,1,11.81,13.66,64.21
695.75,1.2731,26.12,96.92,0.1068,0.2605,233.15,0.1501,1.3364,1,1,54.28,15.95,7.6
800.12,3.821,68.54,107.06,0.1346,0.1896,229.36,0.1033,1.1752,0,1,87.83,13.75,4.15
151.37,1.9869,25.22,113.92,0.1894,0.2055,271.59,0.2117,1.1167,1,0,26.28,18.66,7.32
159.26,0.8022,22.4,91.45,0.147,0.1258,956.29,1.4637,2.4104,3,1,18.83,10.01,83.32
39.61,0.6302,6.37,60.7,0.1275,0.1011,422.56,0.7864,2.2066,3,1,6.18,6.01,41.48
218.03,1.6405,8.39,984.81,0.3361,0.3303,347.46,0.2389,1.7375,2,0,23.32,68.9,20.92
53.37,0.0956,4.16,266.04,0.2178,0.4945,232.94,0.273,1.2526,0,1,3.15,44.32,8.53
50.13,0.36,5.15,259.95,0.3465,0.3297,201.87,0.2461,1.5636,2,0,4.83,42.37,11.16
107.3,1.5617,9.93,619.64,0.4503,0.4909,345.53,0.1619,1.2009,2,1,16.77,72.85,11.4
306.83,3.7003,51.68,60.96,0.16,0.2471,371.43,0.1069,1.3882,1,0,53.27,17.31,14.52
48.36,0.3089,1.49,758.94,0.3411,0.4793,303.54,0.2976,1.5606,2,1,3.52,70.07,17.11
24.46,0.4808,5.22,758.94,0.4731,0.423,294.35,0.1161,1.1158,0,1,4.07,75.35,6.74
9.94,0.0204,4.6,267.31,0.3375,0.3156,385.73,0.2225,1.1252,2,0,0.87,41.17,13.35
12.85,0.3369,2.49,338.68,0.48,0.3728,239.22,0.1343,1.5383,2,1,2.16,56.92,10.65
236.73,2.7574,29.2,50.0,0.1179,0.1817,330.66,0.29,1.075,1,0,37.06,10.01,11.05
376.82,3.4975,46.77,109.38,0.131,0.2806,212.91,0.25,1.192,1,0,54.77,19.29,6.2
494.05,3.1574,44.94,78.75,0.1273,0.1223,320.03,0.1929,1.1521,1,0,59.1,8.0,9.94
25.82,0.3565,4.35,1107.28,0.3821,0.313,346.07,0.264,1.1079,2,0,3.15,75.48,11.85
19.42,0.2452,1.17,125.23,0.0573,0.1449,875.56,0.7644,1.8522,3,0,1.47,6.49,58.43
21.22,0.0144,5.43,51.33,0.1489,0.2851,1014.85,0.9828,2.8805,3,1,1.14,18.59,84.71
39.12,0.1958,1.63,393.81,0.2999,0.3827,335.93,0.1185,1.6613,2,1,2.3,47.6,17.05
494.21,1.3046,35.5,974.46,0.3955,0.3131,308.06,0.2742,1.7183,2,0,45.29,71.39,19.29
872.71,6.1844,73.77,42.83,0.0885,0.2302,363.35,0.273,1.6082,0,1,100.0,10.81,20.38
99.57,0.5201,6.24,511.89,0.2918,0.4762,227.11,0.253,1.309,2,1,9.01,57.33,8.72
135.12,0.5854,24.56,778.27,0.4602,0.3802,285.77,0.1797,1.3594,0,1,16.73,72.54,11.1
78.54,0.1886,3.47,772.4,0.4007,0.3326,251.34,0.112,1.798,0,0,5.0,65.38,14.75
101.22,0.2054,6.65,1203.65,0.3065,0.4032,239.68,0.2957,1.4159,0,1,7.34,79.69,11.72
34.82,0.4616,12.0,85.88,0.0745,0.1504,704.31,1.186,1.8746,3,0,6.5,6.5,57.73
648.43,3.063,55.94,86.33,0.1931,0.2969,294.95,0.2674,1.5366,0,1,70.76,23.58,15.79
13.96,0.0446,5.5,42.65,0.1379,0.288,846.5,1.0666,2.4547,3,1,1.27,17.71,71.41
267.91,4.2594,30.96,82.04,0.0553,0.2296,218.63,0.2446,1.5363,1,0,48.41,10.03,11.56
697.41,1.3875,53.87,66.49,0.1961,0.1877,229.61,0.1733,1.2164,1,1,62.99,16.21,6.04
21.74,0.0868,5.76,945.97,0.408,0.4767,211.95,0.2974,1.7041,0,1,1.7,81.38,14.68
569.6,3.0542,50.65,43.66,0.11,0.2908,352.35,0.1966,1.5669,0,1,64.55,16.06,17.85
62.22,0.7958,5.35,122.03,0.1473,0.1838,850.05,1.1103,2.185,3,1,8.22,14.8,68.32
13.57,0.1422,5.26,998.61,0.448,0.4592,315.09,0.2988,1.0313,0,1,1.78,84.93,9.77
36.01,0.0573,8.08,53.72,0.0741,0.1154,903.06,1.062,2.4079,0,1,3.02,3.08,73.45
29.78,0.1222,14.57,506.07,0.2203,0.4572,233.65,0.2433,1.0604,2,1,4.9,51.16,5.15
53.97,0.9122,7.02,118.55,0.1439,0.1675,558.32,0.755,2.7032,3,1,8.91,13.42,55.16
343.57,1.7301,15.49,64.54,0.1482,0.1122,996.27,0.9444,2.9098,3,1,33.27,8.23,83.54
40.64,0.3974,5.84,88.95,0.1545,0.1221,827.12,1.2622,2.6949,3,1,4.7,10.18,77.53
16.46,0.1029,6.02,962.24,0.401,0.3866,222.45,0.177,1.5205,2,1,1.77,75.9,10.3
807.5,1.9127,24.25,847.63,0.4066,0.4068,368.82,0.2683,1.679,2,1,64.16,73.23,21.63
53.53,0.1097,7.11,45.98,0.1833,0.1658,957.21,0.7382,2.2227,3,1,4.09,13.22,67.6
130.57,1.7709,30.48,117.98,0.1094,0.1757,323.59,0.2423,1.7988,1,0,25.27,11.62,20.7
59.86,0.4569,5.79,111.24,0.1919,0.2934,656.34,1.3643,2.1038,3,1,6.17,24.22,61.95
27.22,0.7183,7.63,72.68,0.069,0.1453,977.06,0.7122,2.5402,3,1,6.34,5.32,72.89
895.5,3.4854,31.77,136.66,0.1419,0.1113,670.01,1.0677,2.7295,3,1,79.42,10.46,66.72
13.42,0.4565,3.88,921.23,0.3865,0.3799,256.5,0.2946,1.2276,0,1,3.28,72.97,9.71
56.15,0.3172,1.33,725.65,0.465,0.3154,251.79,0.2347,1.569,2,0,4.03,66.84,13.53
276.79,1.367,24.55,47.81,0.1293,0.2417,229.18,0.1092,1.3642,1,0,29.75,14.44,7.09
55.83,0.3822,4.07,90.43,0.0688,0.2494,707.16,1.3078,2.6216,3,1,4.99,12.48,71.25
86.24,0.474,19.91,1025.03,0.2259,0.4642,219.36,0.1535,1.3963,0,1,11.86,71.43,7.87
95.22,0.9569,13.49,40.15,0.0828,0.1415,606.85,1.4325,2.7325,3,1,13.45,4.79,70.12
53.6,0.4417,10.14,125.05,0.0881,0.1942,750.13,0.8155,2.447,3,1,6.95,11.62,61.99
588.68,3.9223,66.08,103.39,0.1199,0.1452,384.82,0.2442,1.1947,1,1,75.29,9.86,14.74
37.96,0.1576,2.64,87.98,0.1801,0.1504,555.97,1.4288,2.1669,3,1,2.18,13.62,59.03
47.09,0.0154,5.71,693.18,0.4145,0.3114,366.44,0.1402,1.3822,2,0,2.75,62.01,14.77
215.54,1.0386,19.33,137.34,0.0579,0.1383,1051.01,1.0725,2.6946,3,1,22.69,6.57,85.34
208.68,3.1286,28.84,84.21,0.1306,0.2288,302.48,0.1211,1.4477,0,0,37.54,15.08,12.22
213.33,1.5784,23.13,354.23,0.2689,0.4743,296.88,0.1338,1.5162,2,1,26.88,49.77,13.19
191.28,3.1178,66.17,69.34,0.0612,0.1743,343.09,0.2954,1.4506,1,0,47.12,6.49,17.4
8.67,0.3774,2.2,531.73,0.4406,0.4822,245.31,0.2587,1.0868,2,1,2.32,68.37,6.4
49.04,0.3137,1.1,94.35,0.063,0.279,992.39,1.1177,2.4228,3,1,3.59,14.09,79.13
1207.27,2.6816,59.64,84.54,0.1235,0.2951,284.33,0.2222,1.0932,0,1,82.56,18.76,7.8
46.95,0.1959,7.34,513.57,0.2632,0.4427,324.8,0.1436,1.4897,0,1,4.29,53.39,14.36
750.82,3.8939,35.81,110.07,0.134,0.1553,373.21,0.2559,1.1027,1,1,76.01,11.68,12.98
110.86,0.5715,23.79,108.32,0.1483,0.2111,712.91,0.8163,2.6275,0,1,15.0,16.06,62.85
227.08,3.955,35.88,113.59,0.1702,0.205,332.24,0.1573,1.7816,0,0,45.59,17.34,19.36
256.18,0.965,15.06,756.64,0.2575,0.362,216.88,0.2661,1.4166,2,1,23.41,57.08,10.06
7.86,0.2742,3.85,92.7,0.161,0.2192,548.66,0.7043,2.2818,3,1,2.17,16.83,47.45
14.45,0.1336,5.86,741.49,0.3524,0.4609,212.57,0.2627,1.7765,2,1,1.9,69.02,15.18
253.49,0.4006,10.81,804.11,0.3597,0.4094,282.09,0.1292,1.1724,0,1,18.66,68.64,7.21
566.27,2.5162,54.24,125.76,0.0672,0.1663,367.31,0.1548,1.4459,0,1,62.16,8.51,16.03
103.08,0.4559,8.07,65.33,0.1727,0.2972,788.28,1.1962,2.9516,3,1,9.36,21.45,78.26
861.17,2.0302,53.0,55.68,0.125,0.2066,368.32,0.1916,1.6581,0,1,76.23,12.25,19.92
245.56,2.2374,21.42,65.82,0.0862,0.152,244.89,0.145,1.6538,1,0,32.24,6.63,12.86
46.86,0.1531,6.63,287.85,0.4188,0.3367,267.79,0.2274,1.7816,0,0,3.82,48.67,17.39
246.13,2.9419,54.74,74.45,0.1727,0.2026,362.86,0.2801,1.3475,1,0,46.02,15.88,16.57
51.02,0.5265,4.81,971.04,0.2727,0.4319,250.84,0.1284,1.7547,2,1,5.79,70.5,14.37
46.62,0.3403,4.11,565.18,0.4258,0.4647,282.28,0.1791,1.2856,2,1,4.21,67.54,9.81
230.83,3.7388,36.7,78.41,0.1265,0.1462,218.09,0.2794,1.1097,1,0,44.75,9.43,5.75
1119.36,6.2336,60.3,90.01,0.0745,0.2848,206.54,0.2468,1.6899,0,1,96.66,15.06,13.3
132.33,1.4083,42.17,132.83,0.1166,0.2524,231.45,0.2599,1.2107,0,0,26.53,17.45,7.59
86.77,0.8997,5.14,91.47,0.0678,0.1559,821.28,1.4206,2.9632,3,1,10.22,6.61,84.09
337.21,0.9933,39.91,83.45,0.1209,0.2174,229.98,0.2997,1.6351,1,0,35.45,13.69,14.59
87.77,0.3505,4.57,295.01,0.2683,0.4534,273.04,0.2209,1.7569,2,1,6.82,46.2,17.16
8.46,0.0198,7.64,221.9,0.3175,0.4297,390.83,0.254,1.1841,2,1,1.73,45.26,15.05
51.9,0.2085,6.15,106.78,0.1657,0.232,842.28,0.8787,2.3667,3,1,4.31,18.47,66.52
711.41,5.158,80.45,41.69,0.112,0.1818,350.1,0.1581,1.0121,0,1,90.67,9.31,8.72
158.68,0.4029,11.05,1117.0,0.4834,0.3373,380.0,0.205,1.133,2,0,13.16,84.11,12.87
710.47,2.2047,32.31,68.69,0.1425,0.2726,254.31,0.1156,1.3462,1,1,62.5,18.03,8.19
33.0,0.1191,2.8,1115.52,0.2723,0.3521,224.62,0.2082,1.7714,0,1,1.71,70.91,14.73
132.26,1.1849,22.63,905.86,0.2054,0.4192,233.72,0.284,1.0979,0,1,19.61,62.78,6.44
24.04,0.4406,4.56,42.24,0.1041,0.2567,835.34,0.8856,1.8173,3,0,3.61,13.48,58.06
521.18,3.0722,52.04,42.11,0.0706,0.2179,258.74,0.19,1.7417,0,1,62.21,8.82,15.67
62.16,0.5294,5.67,618.13,0.3404,0.4865,246.14,0.2763,1.6132,2,1,6.7,65.2,14.65
89.5,0.5951,13.68,626.89,0.3619,0.4233,250.85,0.1633,1.4019,2,1,11.0,63.01,9.7
34.99,0.4446,7.81,999.5,0.251,0.4638,382.44,0.2503,1.5448,0,1,5.21,72.12,19.98
246.06,2.7577,52.42,91.18,0.0873,0.2068,255.54,0.13,1.0771,0,0,44.25,11.08,4.47
22.42,0.4803,5.31,725.38,0.2246,0.4864,340.05,0.2776,1.786,2,1,3.97,61.49,21.96
31.69,0.2332,2.26,262.36,0.4791,0.3616,259.99,0.1939,1.3433,2,1,2.16,53.3,9.83
277.08,4.0411,49.65,92.63,0.0636,0.2893,278.29,0.2539,1.1807,1,0,52.98,14.71,9.37
469.73,1.5233,35.08,96.32,0.1982,0.1903,269.64,0.1358,1.5344,1,0,45.05,17.64,12.14
261.04,1.9409,43.99,114.4,0.0783,0.2231,264.58,0.1473,1.7979,0,0,37.82,12.37,16.04
30.39,0.4098,5.33,482.63,0.3064,0.4305,351.55,0.1659,1.74,2,1,4.02,54.35,19.85
51.95,0.1936,12.72,115.99,0.1227,0.2076,823.87,1.1591,2.1184,3,1,6.1,14.42,66.88
215.79,1.6185,37.23,63.82,0.1793,0.2787,289.23,0.2029,1.1525,0,0,31.29,20.68,8.59
15.77,0.3139,3.95,544.7,0.3691,0.4476,231.25,0.2058,1.4055,2,1,2.44,61.92,9.53
40.96,0.219,7.82,50.78,0.081,0.1683,526.36,0.8419,2.152,3,1,4.21,6.74,46.85
93.09,0.4707,9.1,559.75,0.262,0.4296,277.3,0.2535,1.4692,0,1,9.15,54.22,13.64
98.9,0.673,4.4,69.67,0.097,0.2192,1035.98,1.3855,2.8695,3,1,9.36,11.7,92.8
20.57,0.1252,5.41,386.01,0.4666,0.4404,349.78,0.2698,1.6369,2,1,1.76,62.02,20.07
27.11,0.2451,5.39,127.37,0.1976,0.2537,865.06,0.891,1.9326,3,0,2.86,22.72,61.37
32.8,0.0806,5.37,67.36,0.1232,0.1165,897.45,0.7456,2.3023,3,1,2.2,6.94,65.94
602.32,2.4848,39.72,132.75,0.1668,0.1474,261.49,0.1882,1.6197,1,1,59.94,14.23,13.94
499.31,1.78,64.52,81.74,0.1542,0.1269,353.07,0.2837,1.6584,0,0,56.74,10.19,20.81
15.1,0.0295,2.64,940.59,0.3489,0.428,218.85,0.2154,1.6769,2,1,0.36,74.2,13.16
91.43,0.7295,6.7,261.07,0.2975,0.3784,396.48,0.2888,1.5027,0,1,9.92,42.19,20.74
49.22,0.3053,3.94,102.92,0.0639,0.2516,948.92,0.8214,2.3731,0,1,4.1,12.76,70.92
15.37,0.1923,1.32,609.87,0.3378,0.3044,232.48,0.2804,1.6312,0,0,1.15,53.33,14.31
34.77,0.2213,6.45,736.59,0.4516,0.34,211.69,0.2328,1.6527,2,0,3.47,67.9,12.75
106.43,0.3575,12.07,333.03,0.2588,0.4736,257.24,0.1463,1.7831,2,1,10.11,48.26,15.44
444.75,1.844,52.45,126.0,0.164,0.2504,329.31,0.2469,1.0269,1,0,50.46,20.23,9.49
574.27,3.9995,35.28,123.13,0.1432,0.2426,870.93,1.3523,1.849,3,0,66.11,18.24,68.64
40.95,0.3929,5.03,41.02,0.0932,0.1061,638.04,1.378,2.8344,3,1,4.46,3.3,72.24
50.56,0.2705,6.74,233.86,0.4991,0.386,314.35,0.1812,1.0802,2,1,4.77,55.08,8.37
44.05,0.077,1.81,941.53,0.3808,0.4142,338.39,0.2604,1.186,0,1,1.88,75.5,12.57
277.41,3.6882,29.82,85.09,0.1133,0.1143,277.92,0.1816,1.1165,1,0,45.22,6.8,7.1
866.07,2.1402,28.47,1216.36,0.3976,0.465,388.26,0.1457,1.2803,0,1,70.17,90.1,14.43
109.06,0.8104,9.64,416.88,0.2818,0.4833,238.98,0.1871,1.6725,2,1,12.28,53.54,13.59
1308.89,5.1121,78.52,106.03,0.1377,0.2243,370.69,0.2866,1.6481,1,1,100.0,16.09,21.59
754.2,2.9239,32.95,974.53,0.4931,0.3164,328.33,0.127,1.2399,2,0,69.57,78.11,10.5
64.31,0.4074,7.41,92.59,0.1713,0.1724,688.49,0.922,2.9201,3,1,6.6,14.58,67.9
74.27,0.1839,12.63,47.46,0.198,0.2544,762.39,1.2655,2.6748,3,1,7.33,19.8,74.05
18.49,0.2875,5.98,696.48,0.2121,0.3318,399.09,0.1765,1.3972,0,0,2.86,49.91,17.28
384.69,2.2295,40.25,115.77,0.1105,0.1234,315.26,0.2885,1.0628,0,0,45.76,8.34,10.07
210.82,1.283,15.23,122.98,0.1914,0.1931,883.39,1.2344,2.0674,0,1,22.7,18.36,70.44
28.19,0.0671,6.93,55.02,0.1859,0.1352,957.07,1.0822,2.0174,3,1,2.29,11.82,70.65
19.93,0.0263,4.62,59.67,0.1637,0.2282,714.28,1.3401,2.5701,3,1,0.91,16.33,71.41
30.14,0.2588,2.87,47.43,0.0997,0.1991,499.72,0.9937,2.272,0,1,2.4,9.79,50.02
504.54,2.1014,32.79,47.64,0.1885,0.2336,348.49,0.2402,1.1273,0,1,49.91,17.87,11.84
17.12,0.042,6.42,61.9,0.1834,0.126,924.97,0.9528,2.8506,3,1,1.51,11.34,79.24
50.08,0.3338,1.09,58.01,0.1013,0.1467,767.56,1.4438,2.6887,3,1,3.77,7.01,77.7
5.26,0.434,6.33,566.79,0.2838,0.4479,315.74,0.1719,1.4609,2,1,3.84,57.09,13.98
45.8,0.2634,5.16,113.71,0.1933,0.177,743.98,1.2789,2.5775,3,1,4.0,17.13,71.91
609.43,1.3039,30.28,126.72,0.1426,0.1268,322.99,0.2629,1.6006,1,1,50.58,11.1,18.07
44.29,0.3067,5.86,713.57,0.3209,0.4865,363.88,0.2977,1.5134,0,1,4.37,67.48,19.43
300.0,4.152,45.22,52.1,0.1267,0.2579,221.96,0.2144,1.6063,0,0,53.73,15.44,12.24
50.86,0.2036,4.95,62.77,0.1433,0.1024,1024.11,1.0051,2.7182,3,1,3.88,7.22,83.14
822.82,5.8823,72.47,84.32,0.093,0.102,276.12,0.1416,1.5238,1,1,97.22,4.65,12.41
117.34,0.0971,6.58,134.19,0.1975,0.265,657.39,1.3452,1.866,0,0,7.62,23.68,58.1
15.79,0.1039,5.77,880.68,0.3222,0.3302,345.2,0.1553,1.4527,2,0,1.7,64.06,15.04
68.08,0.2071,3.78,301.81,0.2095,0.3372,360.07,0.2962,1.4118,2,0,4.58,35.28,17.68
827.82,3.5437,22.06,62.62,0.1543,0.172,313.78,0.1111,1.4389,0,1,74.51,12.3,12.47
637.84,5.0304,57.0,118.54,0.1869,0.2843,252.38,0.2999,1.4652,1,1,82.06,23.59,13.17
113.02,0.8853,5.37,804.88,0.4607,0.4923,244.24,0.2109,1.6041,2,1,11.75,80.58,13.25
20.67,0.3508,3.93,1003.93,0.4854,0.4746,214.85,0.27,1.6252,2,1,2.7,88.59,13.16
111.25,0.7476,4.09,126.69,0.1023,0.1597,834.5,0.9039,2.9517,3,1,10.45,10.47,75.36
675.21,2.7092,37.55,54.08,0.1196,0.1671,399.1,0.1832,1.1347,0,1,64.95,9.36,13.46
238.87,1.7302,11.16,547.69,0.2638,0.4878,361.17,0.1501,1.0849,2,1,25.87,57.53,10.23
15.93,0.4094,4.52,305.59,0.3115,0.3827,313.66,0.272,1.3711,2,1,3.18,45.06,14.32
656.08,3.8789,47.01,96.87,0.1972,0.1752,287.38,0.2005,1.5733,1,1,73.55,16.65,14.76
439.54,3.9375,49.13,85.03,0.1522,0.1076,255.72,0.2667,1.1039,1,0,61.77,8.98,7.32
113.89,0.9918,9.32,68.8,0.1686,0.1319,749.61,0.8612,2.5814,3,1,13.57,10.98,64.79
626.31,4.2176,71.24,137.11,0.1487,0.2257,221.0,0.2784,1.4999,1,1,80.75,18.08,11.73
109.26,0.6004,4.23,71.09,0.0614,0.2112,815.76,0.7475,2.1611,3,1,9.49,8.88,59.77
406.25,1.1781,58.06,110.15,0.0617,0.2143,276.6,0.2314,1.2816,1,0,45.81,10.55,10.4
23.9,0.0794,7.66,56.0,0.0535,0.2512,934.65,0.7929,2.9471,3,1,2.32,10.28,78.31
21.76,0.3737,7.21,649.38,0.3477,0.462,356.06,0.1573,1.4098,2,1,3.83,65.32,14.97
263.78,1.7476,54.35,58.35,0.1786,0.1396,254.43,0.2048,1.4848,1,0,39.78,11.74,11.86
28.87,0.1141,5.07,930.21,0.408,0.3218,240.48,0.2854,1.4061,2,0,2.08,71.11,11.43
181.04,2.9984,52.08,132.71,0.0556,0.1808,336.72,0.1916,1.1793,1,0,41.77,8.9,11.16
54.46,0.4301,4.79,427.07,0.3419,0.3049,218.07,0.1785,1.5841,2,0,5.4,46.78,11.07
146.27,1.7068,17.21,438.65,0.4081,0.4722,288.48,0.2582,1.344,2,1,22.01,62.09,12.41
26.39,0.372,4.8,234.52,0.4567,0.3481,364.95,0.1966,1.4736,2,0,3.41,49.91,17.08
793.76,1.7885,32.81,60.55,0.1377,0.2787,396.72,0.1531,1.5508,1,1,65.05,17.79,19.05
50.03,0.4493,2.0,928.78,0.3272,0.3631,233.42,0.1312,1.4911,0,1,4.46,68.25,9.59
52.7,0.8302,8.96,920.68,0.4794,0.4099,257.87,0.2899,1.5615,2,1,8.89,81.02,14.71
