gateway_latency_ms,bank_latency_ms,total_latency_ms,packet_loss_pct,payment_stage,error_code_category,is_timeout_flag,order_amount_inr,retry_count,action_label
714.16,2129.4,2843.56,3.49,2,1,0,13630.45,0,1
69.62,279.11,348.73,8.47,1,0,0,8531.36,0,1
368.64,1737.82,2106.46,1.11,1,3,0,14796.61,0,0
1330.56,6074.15,7404.71,2.05,2,2,1,14562.95,0,2
332.02,989.89,1321.91,3.48,1,3,0,5573.37,0,0
1178.14,94.43,1272.56,2.18,1,1,0,13963.68,0,1
353.39,2238.16,2591.54,10.21,0,2,1,14860.58,1,2
690.19,188.9,879.1,7.09,2,0,0,8904.65,0,1
406.49,1216.12,1622.61,4.84,2,1,0,5461.39,0,1
334.05,386.59,720.64,4.68,2,0,0,9408.04,0,0
594.32,933.49,1527.81,11.78,3,1,0,6490.42,0,1
1722.04,96.15,1818.18,4.94,1,0,0,6980.92,0,0
334.91,1798.4,2133.31,0.15,2,0,0,2385.85,0,0
2662.3,813.13,3475.42,7.41,2,1,0,11518.63,0,1
40.57,1545.79,1586.36,1.25,3,3,0,12853.29,2,0
768.66,539.22,1307.88,6.29,0,0,0,10370.26,0,1
62.45,1652.45,1714.9,0.29,3,3,0,11765.56,1,0
1674.51,410.19,2084.7,1.0,1,3,0,1617.52,0,0
1327.76,820.67,2148.43,4.62,1,0,0,1916.15,0,0
178.45,241.87,420.32,5.18,1,2,1,2917.26,1,2
859.78,735.76,1595.53,1.44,2,1,0,5532.04,0,1
79.14,219.38,298.51,11.67,1,3,0,3580.35,0,0
78.55,1317.26,1395.8,2.73,1,1,0,13819.49,0,1
2192.97,44.49,2237.45,1.35,2,2,1,10740.38,0,2
32.46,1965.83,1998.3,1.86,1,0,0,11378.21,0,0
2702.54,3687.17,6389.71,19.1,1,1,0,6622.94,0,1
1436.35,1283.25,2719.6,1.58,1,2,1,799.77,2,2
1252.12,70.19,1322.31,5.83,3,0,0,675.01,0,1
255.14,1100.11,1355.26,6.06,2,2,1,13469.75,0,2
87.62,2728.75,2816.37,0.37,1,1,0,10102.44,0,1
746.74,3545.17,4291.91,0.14,2,1,0,678.31,0,1
773.75,1426.22,2199.97,2.15,3,0,0,4182.78,0,0
1519.32,2818.43,4337.75,6.98,2,0,1,4506.72,0,2
1120.98,1191.61,2312.6,2.43,2,3,0,10423.89,2,0
501.5,59.6,561.11,2.45,2,0,0,6134.52,0,0
93.38,60.94,154.32,0.47,2,1,0,11310.9,0,1
1005.8,1024.92,2030.72,1.3,0,0,0,11572.61,0,0
113.27,570.87,684.15,8.07,2,3,0,14991.96,0,0
584.0,872.9,1456.9,0.22,2,2,1,6037.33,0,2
252.05,808.26,1060.3,0.51,1,3,0,5488.82,1,0
309.09,2770.85,3079.94,5.56,1,0,1,179.7,1,2
122.78,136.89,259.67,3.21,2,0,0,8842.84,1,0
133.91,2128.42,2262.34,0.71,1,0,0,1262.11,0,0
102.22,193.99,296.21,5.53,1,2,1,13117.8,2,2
863.68,525.99,1389.67,2.46,1,1,0,5144.46,1,1
494.51,1127.77,1622.28,10.66,3,0,1,5136.18,1,2
1757.09,1368.97,3126.06,3.42,1,0,1,13996.46,0,2
45.68,598.23,643.91,5.36,1,1,0,2022.64,0,1
381.58,237.53,619.11,3.83,2,0,0,9597.3,0,0
491.47,1460.67,1952.14,3.01,2,2,1,7956.93,0,2
880.01,181.2,1061.21,2.03,2,0,0,2918.17,0,0
1145.65,109.98,1255.62,9.4,1,2,1,11348.49,1,2
1136.67,521.0,1657.67,0.68,2,0,0,7626.22,0,0
2034.53,81.55,2116.07,5.87,2,1,0,11690.38,0,1
1765.8,1756.55,3522.35,6.63,2,1,0,10668.51,0,1
644.54,1622.98,2267.52,2.24,1,0,0,2882.91,0,0
3471.8,1844.74,5316.54,2.06,2,2,1,7090.74,2,2
774.56,761.96,1536.51,7.42,2,1,0,11139.16,0,1
861.87,184.32,1046.18,3.89,1,2,1,2764.73,0,2
368.76,707.91,1076.68,3.3,1,3,0,2046.45,3,0
1147.0,2395.99,3542.98,0.18,2,0,1,1320.88,0,2
416.86,596.24,1013.1,2.46,2,0,0,2704.32,0,0
36.22,383.9,420.12,10.2,2,0,1,11369.71,1,2
2822.97,385.81,3208.78,7.75,2,1,0,11908.84,0,1
98.89,780.09,878.98,0.86,2,1,0,1219.63,0,1
902.3,194.4,1096.7,1.71,2,0,0,7426.9,0,0
389.83,5419.89,5809.72,2.12,1,3,0,11133.59,0,0
3371.34,314.14,3685.48,0.65,2,0,1,11632.53,0,2
258.99,1073.61,1332.59,3.63,2,0,0,8576.93,0,0
1199.11,368.47,1567.58,1.41,2,1,0,3154.19,0,1
382.38,353.2,735.58,0.71,2,2,1,8099.2,0,2
720.99,891.04,1612.04,2.34,2,1,0,5640.37,3,1
54.29,658.66,712.94,3.55,1,0,0,14167.01,0,0
1801.13,451.53,2252.66,1.04,1,2,1,3809.26,0,2
1376.87,816.32,2193.19,1.5,1,1,0,157.07,0,1
298.05,748.19,1046.24,9.88,1,0,0,9609.54,0,1
1296.8,820.93,2117.73,1.44,1,0,0,6504.49,2,1
555.92,369.6,925.52,0.67,1,3,0,10728.49,2,0
441.2,281.49,722.7,3.19,1,0,0,6408.03,1,0
385.15,928.55,1313.7,15.3,1,3,0,10212.04,0,0
1078.25,1730.5,2808.75,2.95,1,0,1,2542.58,0,2
37.2,336.9,374.1,2.56,1,1,0,7357.53,0,1
122.46,880.05,1002.51,1.22,1,0,0,2159.86,0,0
4507.0,36.4,4543.4,4.34,1,1,0,8108.66,0,1
2228.28,1214.66,3442.94,1.39,2,0,1,3045.59,0,2
754.07,1787.39,2541.46,1.76,1,0,1,11315.63,0,2
1165.44,279.03,1444.47,19.03,0,0,1,13328.48,2,2
5144.38,293.28,5437.66,0.16,2,3,0,13417.24,0,0
1115.5,1889.26,3004.76,0.37,2,1,0,757.77,2,1
1510.82,395.74,1906.56,1.69,1,0,0,11145.5,0,0
276.34,291.14,567.48,1.54,2,1,0,3220.16,0,1
773.97,1630.94,2404.91,0.5,0,0,0,1877.15,2,1
499.06,1430.1,1929.16,0.3,2,0,0,6953.14,0,0
179.32,1349.38,1528.7,0.15,2,2,1,3696.11,0,2
841.71,702.15,1543.87,14.16,3,0,1,10744.37,1,2
1388.24,899.17,2287.41,10.03,2,2,1,9963.35,1,2
31.72,105.7,137.42,0.18,1,3,0,8696.35,2,0
622.21,689.79,1312.0,5.72,1,0,0,7956.1,0,1
150.06,708.89,858.95,7.27,1,2,1,9925.41,2,2
2420.39,372.55,2792.95,5.92,1,0,1,5249.74,0,2
610.92,37.69,648.62,1.23,3,2,1,13230.64,1,2
666.36,594.41,1260.76,3.49,0,0,0,8697.6,0,0
248.78,1893.5,2142.28,2.14,2,0,0,13436.0,0,0
1496.73,474.28,1971.01,3.18,1,0,0,2884.92,0,0
665.69,1593.08,2258.77,1.55,0,0,0,1844.26,0,0
1606.51,286.22,1892.73,4.99,3,1,0,1260.4,2,1
445.67,1666.96,2112.63,3.08,2,0,0,6223.31,0,0
1645.47,1161.75,2807.22,0.84,0,2,1,4091.32,0,2
229.1,1420.06,1649.16,2.91,1,0,0,8828.1,0,0
737.99,100.91,838.91,9.44,3,0,0,1981.62,0,1
427.75,2565.02,2992.77,3.1,2,2,1,4966.67,2,2
424.06,417.86,841.93,0.96,1,0,0,1269.8,0,0
1230.74,1121.3,2352.04,7.58,2,2,1,14876.12,0,2
2236.64,468.35,2704.99,2.05,1,1,0,14599.86,0,1
1230.76,1315.34,2546.1,1.24,2,0,1,9659.54,0,2
895.37,89.58,984.96,4.51,2,1,0,14008.48,0,1
991.27,1344.89,2336.16,1.37,2,1,0,14004.57,3,1
360.89,130.26,491.15,0.64,3,0,0,3281.71,0,0
1203.59,1443.67,2647.26,1.37,3,0,1,14244.29,0,2
902.61,267.28,1169.89,1.42,2,0,0,1267.24,0,0
1298.85,700.4,1999.25,5.09,1,0,0,13086.12,0,1
1053.54,737.37,1790.9,2.7,2,1,0,8212.47,0,1
434.44,1467.36,1901.8,2.22,0,0,0,10987.12,0,0
1066.3,141.46,1207.76,0.49,2,1,0,11416.85,3,1
414.51,3870.89,4285.4,4.83,1,0,1,9667.44,0,2
58.05,1091.82,1149.87,1.56,2,0,0,1607.37,1,0
398.5,108.62,507.11,3.4,1,1,0,14082.87,0,1
794.72,724.4,1519.12,20.27,3,1,0,14332.11,1,1
154.13,1517.18,1671.31,0.52,2,3,0,12151.99,0,0
230.83,321.83,552.66,0.44,2,0,0,1378.33,0,0
972.66,592.87,1565.53,2.1,2,1,0,9986.01,3,1
437.92,1131.9,1569.82,6.84,2,2,1,9796.75,2,2
831.63,377.42,1209.05,3.09,3,1,0,11690.85,0,1
220.93,42.69,263.62,0.86,1,0,0,11369.02,0,0
109.34,2191.56,2300.9,1.08,2,0,0,562.75,0,0
780.32,554.5,1334.82,5.12,3,0,0,9844.51,0,1
80.16,101.55,181.71,2.52,2,3,0,1280.82,0,0
880.19,1818.75,2698.94,0.32,3,1,0,5714.48,0,1
448.67,266.62,715.28,4.85,2,0,0,469.78,0,0
150.41,1312.68,1463.09,0.08,2,1,0,2419.82,1,1
2619.27,161.25,2780.53,0.29,2,2,1,5415.88,0,2
58.48,2008.26,2066.75,3.53,2,2,1,10191.78,2,2
1823.93,140.32,1964.26,8.41,2,0,0,7389.32,1,1
317.99,803.71,1121.7,0.86,0,0,0,3727.66,0,0
209.25,347.38,556.63,0.9,1,0,0,6862.31,1,0
98.18,331.49,429.67,4.9,2,1,0,10491.73,2,1
1155.84,39.1,1194.94,0.37,2,3,0,3746.7,1,0
249.39,410.91,660.3,3.82,1,2,1,2759.94,0,2
578.75,79.34,658.09,2.85,1,3,0,13678.99,0,0
670.99,878.1,1549.09,3.76,0,1,0,8293.17,2,1
200.37,2663.62,2863.99,0.11,2,2,1,4266.06,0,2
2065.98,240.85,2306.83,3.53,0,0,0,7949.58,0,0
368.85,395.95,764.8,1.46,1,0,0,11059.26,1,0
117.59,3340.42,3458.01,2.03,2,1,0,8471.97,0,1
735.77,720.94,1456.71,8.4,2,2,1,3609.93,0,2
3544.11,552.23,4096.34,2.15,2,0,1,8064.86,2,2
24.19,506.49,530.68,2.74,3,2,1,3395.1,0,2
346.26,453.41,799.67,2.49,2,0,0,1388.22,0,0
297.62,514.84,812.46,1.88,2,0,0,5844.73,1,0
970.33,635.12,1605.45,1.95,1,3,0,6319.98,0,0
588.35,1220.4,1808.75,0.67,1,2,1,13598.08,0,2
698.67,41.37,740.03,2.31,2,2,1,9014.76,0,2
359.84,1419.38,1779.22,0.94,1,3,0,14069.5,0,0
1054.88,2265.77,3320.65,9.93,1,2,1,10279.32,0,2
626.01,1561.27,2187.28,0.18,1,3,0,7330.31,0,0
727.14,491.74,1218.88,2.26,2,0,0,4877.24,0,0
464.22,726.19,1190.4,2.7,1,2,1,12171.09,1,2
1036.1,1385.78,2421.87,1.33,1,0,0,12938.21,1,0
2310.5,1300.66,3611.16,3.15,0,0,1,368.63,0,2
1249.31,117.88,1367.19,0.07,1,0,0,13528.76,0,0
318.84,100.07,418.9,1.4,1,0,0,1676.37,1,0
505.19,899.77,1404.96,3.27,1,0,0,4364.74,1,0
1707.13,489.58,2196.71,7.42,2,1,0,10827.4,0,1
1075.81,72.82,1148.63,1.88,2,0,0,8079.28,0,0
570.01,636.54,1206.55,1.2,1,2,1,8092.51,0,2
1694.93,306.93,2001.87,0.36,1,3,0,3561.12,0,0
2329.74,88.25,2417.99,9.32,1,1,0,9096.67,0,1
472.98,117.25,590.23,0.64,2,2,1,2060.32,0,2
392.38,788.37,1180.76,1.89,0,0,0,8567.96,2,1
1567.36,639.24,2206.6,3.2,1,0,0,2606.73,2,1
2109.33,955.06,3064.39,0.82,3,1,0,4133.19,0,1
561.21,1421.02,1982.23,2.05,1,1,0,3787.2,1,1
500.29,1149.77,1650.06,0.86,2,0,0,2644.45,2,1
1244.7,2395.64,3640.34,3.93,2,2,1,187.38,0,2
2999.56,346.95,3346.51,8.44,1,0,1,3783.37,0,2
2484.18,1104.53,3588.71,0.66,1,0,1,2908.65,0,2
932.8,31.99,964.79,4.75,2,1,0,10749.06,2,1
1643.6,70.26,1713.86,0.6,1,0,0,1151.2,0,0
568.72,1246.38,1815.11,0.0,1,0,0,11591.52,0,0
829.43,500.75,1330.18,1.96,2,0,0,5525.4,2,1
1816.89,1113.73,2930.62,4.4,2,3,0,4288.0,0,0
62.7,848.84,911.54,5.02,2,1,0,4193.1,1,1
441.98,529.05,971.03,10.29,2,1,0,4792.51,0,1
1167.11,457.62,1624.73,6.67,1,0,0,10877.62,0,1
824.11,103.1,927.21,2.07,3,0,0,1542.6,0,0
859.02,2091.63,2950.65,4.09,2,0,1,5662.96,0,2
874.8,391.38,1266.18,3.17,1,1,0,6889.35,0,1
662.2,1681.49,2343.69,0.58,2,0,0,8826.25,0,0
236.64,1162.62,1399.26,6.18,1,1,0,11222.14,0,1
931.9,587.92,1519.82,5.0,1,0,0,13364.29,0,1
330.98,141.34,472.32,1.31,2,1,0,11932.6,0,1
794.35,257.18,1051.53,4.16,0,0,0,4554.0,0,0
332.51,876.01,1208.52,1.33,2,0,0,2732.57,1,0
74.37,222.64,297.01,7.65,2,0,0,9544.95,0,1
425.05,645.57,1070.62,5.98,1,0,0,2554.49,0,1
233.93,695.79,929.72,0.21,1,2,1,753.32,0,2
113.8,109.3,223.1,0.02,1,1,0,1781.32,0,1
484.95,901.37,1386.32,1.43,2,0,0,1257.92,0,0
49.28,354.09,403.37,3.17,1,2,1,8575.31,1,2
636.71,418.12,1054.83,2.75,2,3,0,3307.51,2,0
24.62,2572.21,2596.83,4.54,2,0,1,7495.21,1,2
600.01,725.7,1325.71,0.39,3,0,0,9359.82,0,0
407.47,893.46,1300.92,0.74,2,0,0,10219.66,0,0
703.54,537.51,1241.05,0.87,2,1,0,8981.35,2,1
174.26,1282.91,1457.16,1.8,1,1,0,6756.91,0,1
105.6,358.56,464.15,3.08,2,2,1,3952.5,0,2
168.83,2220.31,2389.14,7.09,2,0,0,12172.86,0,1
775.3,349.71,1125.01,0.42,2,0,0,2910.62,0,0
180.17,1150.84,1331.01,2.63,2,2,1,6129.34,0,2
1862.25,645.42,2507.67,3.57,2,1,0,12178.0,0,1
387.76,296.84,684.6,0.03,2,3,0,7154.18,0,0
4575.9,379.02,4954.92,0.99,3,0,1,13900.28,0,2
1026.95,718.24,1745.19,3.22,1,1,0,2973.31,0,1
1086.79,3815.74,4902.53,2.75,0,2,1,12015.41,1,2
822.24,858.76,1681.0,0.51,3,0,0,10588.66,3,1
75.18,156.37,231.55,25.69,1,1,0,463.43,0,1
289.18,532.75,821.93,0.5,1,0,0,8118.0,0,0
1341.87,460.02,1801.89,15.6,1,1,0,3611.67,0,1
110.18,1250.34,1360.52,3.81,2,0,0,14028.85,0,0
935.31,377.16,1312.47,3.66,1,0,0,13558.78,1,0
701.6,57.92,759.52,3.59,1,3,0,6001.21,0,0
345.79,917.59,1263.37,9.65,1,2,1,6363.0,1,2
880.43,1075.94,1956.37,10.83,2,0,1,3930.73,0,2
1954.64,1953.89,3908.53,4.64,1,1,0,11594.95,0,1
518.14,2202.38,2720.52,7.69,1,0,1,12769.73,0,2
1438.6,1504.57,2943.17,3.29,2,0,1,13957.08,3,2
1349.06,515.34,1864.4,10.82,1,0,1,13932.75,0,2
544.64,1107.36,1652.0,3.92,0,0,0,12966.02,3,1
44.69,2872.02,2916.7,4.26,3,0,1,13082.87,2,2
50.07,1753.93,1804.0,3.67,2,1,0,2604.96,0,1
545.21,268.82,814.04,4.12,1,0,0,9031.52,0,0
1698.89,964.17,2663.06,3.77,2,2,1,12653.82,1,2
162.94,227.54,390.48,1.38,2,0,0,4081.43,0,0
2312.83,205.81,2518.63,7.24,3,0,1,12328.96,0,2
2179.21,624.79,2804.0,0.34,1,0,1,12698.11,1,2
802.31,3474.41,4276.72,1.53,1,0,1,2202.78,1,2
457.51,574.08,1031.59,1.61,3,0,0,12490.45,1,0
119.6,2222.87,2342.47,5.59,2,1,0,8902.99,0,1
1267.06,53.63,1320.69,10.99,1,0,1,7032.64,0,2
629.07,499.28,1128.35,6.03,1,0,0,13538.55,2,1
496.01,3354.72,3850.73,2.35,2,0,1,6429.43,0,2
1364.73,3154.64,4519.36,0.02,1,1,0,248.54,3,1
605.37,1335.57,1940.94,1.55,1,3,0,8157.41,0,0
102.37,572.91,675.28,0.85,2,0,0,4365.57,1,0
607.45,458.97,1066.42,9.45,1,0,0,5078.16,2,1
300.15,475.05,775.2,0.45,2,0,0,3877.06,0,0
1084.42,175.56,1259.98,3.35,2,2,1,951.28,0,2
676.15,1960.84,2636.99,0.69,3,1,0,2193.44,1,1
3863.87,546.19,4410.06,2.1,1,1,0,6062.31,0,1
1461.11,1111.8,2572.91,1.47,1,2,1,1493.45,0,2
2801.67,1409.85,4211.52,3.02,2,0,1,3100.85,1,2
569.67,65.54,635.21,3.03,2,1,0,7555.34,0,1
183.18,1585.58,1768.76,6.81,1,1,0,1787.15,3,1
660.33,963.26,1623.6,3.3,2,0,0,7281.72,3,1
374.74,698.7,1073.44,5.85,1,0,0,1383.13,0,1
370.8,356.62,727.42,3.73,2,0,0,13570.12,0,0
247.2,1717.07,1964.27,2.32,3,0,0,1902.31,0,0
142.98,435.91,578.89,9.84,2,0,0,11399.93,0,1
338.79,69.78,408.57,0.09,0,1,0,13739.7,0,1
794.22,664.86,1459.08,0.03,1,0,0,12569.26,0,0
184.17,843.91,1028.08,1.61,1,3,0,6567.33,0,0
2125.8,2744.31,4870.11,3.24,0,0,1,5807.73,1,2
875.92,613.59,1489.5,4.04,0,0,0,4170.08,2,1
210.95,179.95,390.9,0.75,1,2,1,7577.86,0,2
1108.53,728.42,1836.95,2.21,2,0,0,10519.76,0,0
366.63,342.74,709.37,3.64,1,0,0,8449.2,2,1
370.34,318.87,689.21,8.86,2,3,0,2407.16,0,0
96.84,2034.67,2131.51,7.97,1,3,0,8738.08,0,0
1387.86,2015.15,3403.01,5.14,2,0,1,562.92,0,2
2655.89,2029.96,4685.85,3.44,1,0,1,2585.76,0,2
2415.97,2925.64,5341.6,1.96,2,3,0,11100.6,0,0
566.79,1369.1,1935.89,0.29,2,0,0,9431.26,0,0
2115.79,128.47,2244.26,0.71,1,1,0,10043.53,0,1
507.15,572.65,1079.8,3.91,2,0,0,1451.74,0,0
110.42,1685.61,1796.03,3.67,1,2,1,1012.13,0,2
155.68,1454.61,1610.29,1.09,2,3,0,14438.84,0,0
1318.19,1668.09,2986.28,0.06,0,2,1,3244.0,0,2
425.46,306.46,731.92,3.06,2,0,0,12903.94,0,0
582.97,557.0,1139.97,0.99,1,0,0,3132.32,0,0
76.01,1777.04,1853.05,7.13,1,0,0,2899.76,1,1
619.0,621.88,1240.88,3.73,1,3,0,111.76,0,0
791.15,614.37,1405.52,3.95,2,0,0,4128.19,0,0
776.28,330.49,1106.76,1.24,1,3,0,4822.0,1,0
1293.82,790.36,2084.18,1.71,2,1,0,12815.6,0,1
454.09,2568.24,3022.33,2.09,2,0,1,12309.03,0,2
90.92,836.79,927.71,7.26,2,2,1,4106.04,0,2
925.48,1189.4,2114.89,0.68,2,0,0,887.11,1,0
1535.82,1378.91,2914.72,1.95,1,1,0,10072.8,0,1
372.01,327.88,699.89,1.15,2,1,0,659.74,1,1
327.47,1143.15,1470.63,4.53,2,0,0,5813.87,3,1
743.25,1856.33,2599.58,0.46,3,0,1,11255.22,0,2
521.29,3589.0,4110.28,7.19,1,2,1,13029.07,0,2
419.51,942.19,1361.7,3.59,2,0,0,14790.42,0,0
134.62,1729.94,1864.55,0.54,1,3,0,6636.21,2,0
158.16,2783.27,2941.42,0.71,3,0,1,7823.03,2,2
640.34,227.68,868.02,5.03,2,0,0,11781.18,0,1
640.08,2170.61,2810.69,4.39,2,2,1,10113.69,0,2
38.18,2352.18,2390.36,1.04,1,0,0,689.41,0,0
1035.65,1328.49,2364.14,11.97,1,0,1,12654.06,0,2
2049.35,137.47,2186.82,1.33,2,1,0,10954.56,3,1
1149.01,1417.36,2566.36,4.95,3,0,1,7380.21,0,2
686.17,1003.77,1689.94,5.35,1,0,0,4761.38,0,1
578.04,860.28,1438.32,5.05,3,0,0,9025.26,0,1
30.54,528.33,558.88,10.9,2,2,1,13729.76,0,2
418.65,4777.64,5196.29,2.51,2,0,1,14162.23,0,2
3464.96,2151.57,5616.53,3.24,0,1,0,6683.62,0,1
725.96,4000.91,4726.87,10.73,1,0,1,4622.21,0,2
1116.48,1006.59,2123.07,19.82,3,3,0,14236.98,0,0
2014.16,201.11,2215.27,0.44,3,1,0,10038.85,0,1
243.22,103.68,346.91,0.42,2,0,0,11825.94,0,0
1274.56,204.38,1478.94,0.36,1,3,0,14826.72,0,0
183.51,115.26,298.77,0.79,3,0,0,14048.83,0,0
863.11,381.77,1244.88,6.6,1,0,0,10127.82,2,1
53.27,514.25,567.51,0.2,2,0,0,11196.79,0,0
1447.67,2648.81,4096.48,0.82,0,0,1,12910.24,2,2
29.76,406.7,436.46,0.4,2,0,0,2010.0,0,0
47.63,1561.37,1608.99,6.83,3,3,0,11240.01,0,0
87.23,2694.97,2782.2,0.05,2,0,1,11751.83,0,2
737.88,1107.37,1845.25,2.41,2,0,0,13142.91,0,0
531.03,69.71,600.74,9.74,1,1,0,4200.33,0,1
729.78,955.15,1684.93,5.25,0,0,0,12814.86,0,1
2822.9,448.41,3271.31,2.16,1,0,1,9625.02,0,2
86.81,1312.79,1399.6,1.43,1,0,0,14506.3,0,0
199.45,30.65,230.1,2.02,2,0,0,13356.34,0,0
469.21,828.22,1297.43,0.57,3,0,0,11386.29,1,0
29.35,1603.87,1633.22,12.5,2,1,0,12107.78,1,1
892.05,1409.06,2301.11,1.5,2,0,0,5517.81,0,0
106.52,753.62,860.14,4.87,2,1,0,3498.7,1,1
679.49,229.9,909.38,1.41,2,2,1,11561.83,0,2
146.61,297.13,443.74,3.15,3,0,0,8935.47,1,0
166.22,99.62,265.84,0.98,1,3,0,1077.45,0,0
755.27,97.6,852.87,3.98,2,0,0,9439.81,0,0
349.99,479.19,829.17,4.64,1,3,0,8483.57,3,0
2158.32,213.15,2371.47,0.86,1,2,1,14983.68,0,2
1699.53,593.85,2293.38,2.92,2,0,0,3775.18,2,1
50.17,251.88,302.05,1.26,1,0,0,10033.96,0,0
818.78,336.61,1155.39,4.16,1,0,0,12759.04,0,0
3327.02,141.32,3468.33,0.58,1,0,1,14216.68,0,2
667.9,1344.89,2012.79,2.18,1,1,0,7410.14,1,1
1672.89,1344.85,3017.74,3.45,1,0,1,6912.73,0,2
1059.12,200.17,1259.29,0.62,2,1,0,7390.91,1,1
578.88,181.76,760.64,18.1,2,0,1,12941.47,0,2
668.11,1482.71,2150.82,3.02,2,1,0,4528.49,2,1
126.52,1128.41,1254.93,0.05,1,0,0,291.04,1,0
114.95,169.35,284.31,1.12,1,0,0,6755.66,0,0
1836.6,532.74,2369.34,7.4,1,0,0,12134.77,0,1
240.28,1098.31,1338.58,0.94,0,0,0,9256.66,0,0
27.86,2171.83,2199.68,7.76,0,0,0,9375.99,0,1
726.69,406.7,1133.38,13.0,1,0,1,5570.83,0,2
3150.92,2225.16,5376.08,1.27,3,3,0,14134.39,1,0
957.97,94.74,1052.71,1.65,2,2,1,4694.45,2,2
504.66,157.71,662.37,5.03,2,0,0,9246.3,2,1
53.3,1157.56,1210.86,1.32,1,1,0,933.3,0,1
974.52,1978.85,2953.38,0.26,2,1,0,7997.78,0,1
79.85,138.99,218.85,13.27,1,1,0,2551.43,0,1
380.89,1929.44,2310.33,2.79,2,0,0,4876.46,0,0
140.76,390.87,531.63,1.45,1,1,0,6238.0,0,1
645.84,432.49,1078.33,3.01,0,0,0,6538.53,0,0
88.12,1662.17,1750.29,0.54,1,2,1,6696.77,0,2
4237.55,403.79,4641.34,1.26,1,0,1,14316.56,0,2
1814.64,1260.05,3074.69,2.16,1,0,1,14988.19,0,2
341.46,653.49,994.95,3.44,2,0,0,5722.49,0,0
1658.16,461.58,2119.75,2.68,0,1,0,13714.54,0,1
414.39,483.49,897.88,10.41,1,0,1,5003.2,0,2
175.98,1078.42,1254.4,0.78,2,2,1,10648.42,0,2
2530.11,437.07,2967.17,2.45,2,3,0,3221.84,2,0
954.07,728.01,1682.09,0.8,1,0,0,905.31,0,0
1203.85,98.29,1302.14,5.61,1,2,1,6686.79,0,2
310.71,359.96,670.67,0.12,1,1,0,8710.37,0,1
823.07,464.44,1287.51,2.79,1,1,0,3809.76,0,1
1055.64,102.69,1158.33,3.11,2,0,0,225.93,0,0
1975.69,1086.2,3061.89,2.27,0,1,0,8286.24,0,1
107.95,103.82,211.77,0.7,2,0,0,7035.76,0,0
544.04,766.99,1311.04,4.02,2,2,1,10068.9,0,2
714.33,3656.19,4370.52,2.46,2,1,0,6283.47,0,1
174.19,317.24,491.43,0.17,1,0,0,7750.17,0,0
1207.91,308.92,1516.83,2.06,0,1,0,1511.61,2,1
227.68,1900.29,2127.98,0.84,2,3,0,14513.19,1,0
333.64,1628.16,1961.81,0.98,3,0,0,6018.08,0,0
464.35,204.79,669.14,10.33,1,1,0,6899.12,2,1
2183.8,2058.06,4241.87,3.41,2,1,0,7994.15,0,1
386.79,1431.89,1818.68,0.14,2,0,0,10012.57,0,0
386.5,453.25,839.75,4.92,1,1,0,14046.31,0,1
250.4,559.36,809.77,2.54,1,3,0,536.56,0,0
629.93,2238.56,2868.49,5.27,2,2,1,8627.5,0,2
2336.94,1826.64,4163.58,3.1,1,1,0,3830.35,0,1
66.36,701.19,767.55,1.88,0,0,0,712.13,3,1
1604.65,2920.45,4525.09,1.05,1,0,1,697.03,0,2
505.9,48.29,554.19,0.2,1,1,0,105.98,0,1
480.26,359.9,840.16,0.87,1,0,0,8445.73,2,1
216.98,198.22,415.2,2.31,1,2,1,8394.97,1,2
1787.74,500.53,2288.27,2.9,1,2,1,10748.97,0,2
657.43,2411.75,3069.18,3.04,2,0,1,9309.73,0,2
212.14,230.62,442.76,0.95,1,0,0,576.72,0,0
279.9,1464.64,1744.54,2.93,1,0,0,6221.16,0,0
30.47,583.78,614.25,0.33,1,2,1,4868.89,0,2
141.52,254.85,396.37,0.47,2,0,0,7348.59,0,0
910.75,553.48,1464.23,3.67,2,1,0,7591.47,0,1
160.25,2446.54,2606.79,0.21,2,0,1,863.24,0,2
26.07,2810.06,2836.13,5.23,2,1,0,12326.59,0,1
351.24,147.65,498.88,3.38,1,0,0,10409.72,0,0
132.56,723.37,855.93,5.59,1,0,0,10061.35,0,1
137.29,81.53,218.82,7.41,0,1,0,2838.81,0,1
71.45,2669.89,2741.34,3.61,1,3,0,2181.84,3,0
377.2,217.18,594.38,1.52,1,1,0,12203.53,0,1
128.71,35.52,164.23,1.77,1,0,0,13034.66,1,0
628.44,766.67,1395.11,1.01,1,0,0,8611.07,2,1
441.31,3436.58,3877.89,0.76,2,0,1,3308.85,0,2
796.0,425.63,1221.62,9.28,2,1,0,2728.54,1,1
2398.95,3605.74,6004.69,17.16,2,1,0,3581.99,0,1
620.11,792.25,1412.37,3.87,2,1,0,10737.97,2,1
733.96,214.17,948.12,7.06,2,1,0,9841.29,0,1
1996.69,100.8,2097.49,2.87,1,0,0,5410.43,0,0
739.04,252.23,991.27,1.18,2,1,0,7805.06,0,1
159.55,2203.15,2362.7,2.29,2,0,0,1659.44,0,0
1321.6,902.75,2224.35,2.86,1,0,0,9464.71,0,0
1914.59,456.6,2371.19,5.71,3,2,1,4872.45,0,2
310.2,456.7,766.91,7.6,0,0,0,2073.81,0,1
512.65,1004.69,1517.34,10.2,1,0,1,6764.37,0,2
245.2,438.89,684.09,1.21,1,2,1,14310.18,0,2
